transaction_time,transaction_amount,avg_transaction_30d,transaction_frequency_10min,current_location,previous_location,account_balance,transaction_type,account_age_days,failed_login_attempts,login_hour,transactions_today,risk_score,fraud_label
23:12,621880.69,20125,5,Raichur,Karwar,1835632.5,Transfer,431,4,23,19,95,Fraud
03:42,383290.17,10024,5,Dharwad,Raichur,681450.63,Transfer,853,4,3,13,100,Fraud
20:02,13320.14,16566,2,Udupi,Udupi,214272.75,Transfer,406,0,20,4,8,Normal
20:34,4961.59,9002,2,Kolkata,Kolkata,97957.36,Transfer,403,1,20,1,8,Normal
21:31,20571.42,17904,2,Chennai,Mysuru,323023.36,Deposit,1196,0,21,5,15,Normal
15:20,19917.08,14931,1,Karwar,Karwar,234676.62,Transfer,48,1,15,3,16,Normal
23:42,426447.82,22913,5,Belagavi,Karwar,1208572.11,Transfer,869,4,23,14,85,Fraud
00:17,171261.83,8262,10,Kochi,Belagavi,240293.51,Transfer,176,8,0,13,100,Fraud
11:31,13896.86,13734,3,Delhi,Kolkata,173148.07,Transfer,10,1,11,4,38,Normal
04:03,258430.53,9978,10,Bidar,Noida,405690.85,Transfer,939,3,4,23,100,Fraud
02:41,326381.9,22534,6,Kochi,Ahmedabad,311700.85,Transfer,525,6,2,18,100,Fraud
23:57,254270.13,13073,9,Hubballi,Bagalkot,633641.18,Transfer,677,2,23,15,81,Fraud
04:43,223247.17,6796,11,Karwar,Patna,529647.09,Transfer,577,8,4,11,100,Fraud
10:24,9941.46,9370,3,Vijayapura,Vijayapura,245284.29,Transfer,225,1,10,1,8,Normal
02:22,407294.96,17404,8,Udupi,Vijayapura,594602.34,Transfer,829,8,2,23,100,Fraud
04:12,152266.34,5118,5,Jaipur,Bengaluru,389749.8,Transfer,1070,7,4,8,100,Fraud
19:32,5298.87,11897,2,Raichur,Bellary,285083.45,Transfer,353,0,19,2,23,Normal
20:13,6189.34,6612,2,Hassan,Bidar,178622.86,Transfer,445,1,20,3,23,Normal
21:08,24271.72,23308,3,Noida,Delhi,523240.27,Transfer,372,0,21,4,23,Normal
00:37,227478.53,8351,9,Noida,Raichur,596833.21,Transfer,1197,6,0,12,100,Fraud
16:56,17319.01,16404,1,Gulbarga,Gulbarga,485171.07,Withdrawal,357,1,16,4,5,Normal
13:30,14630.07,11913,3,Manipal,Manipal,318083.31,Transfer,49,0,13,2,16,Normal
18:59,5317.17,5354,1,Udupi,Udupi,147470.32,Withdrawal,852,0,18,5,5,Normal
22:39,18990.07,20775,3,Hubballi,Hubballi,433149.94,Deposit,391,1,22,3,0,Normal
08:33,8775.83,15971,3,Delhi,Delhi,476691.02,Transfer,1167,1,8,5,8,Normal
17:41,2463.73,2099,1,Patna,Patna,29477.96,Transfer,1090,0,17,1,8,Normal
00:03,78769.25,2039,10,Hubballi,Kochi,121302.41,Transfer,614,7,0,8,100,Fraud
20:51,11071.41,10824,3,Dharwad,Dharwad,192778.38,Deposit,1139,1,20,1,0,Normal
23:55,228059.29,14280,6,Jaipur,Patna,669864.49,Transfer,820,7,23,21,100,Fraud
23:16,597100.53,23408,8,Noida,Bellary,1528576.28,Withdrawal,1057,7,23,9,98,Fraud
03:24,179758.47,15854,5,Bidar,Noida,163058.85,Transfer,970,4,3,12,100,Fraud
09:23,6641.14,8226,3,Noida,Noida,177951.54,Deposit,716,1,9,5,0,Normal
21:33,23353.24,24115,2,Bengaluru,Bengaluru,212780.78,Withdrawal,639,0,21,3,5,Normal
08:37,4436.11,5144,3,Noida,Noida,135955.33,Transfer,912,1,8,2,8,Normal
03:06,450462.45,12842,10,Hyderabad,Bagalkot,544628.56,Withdrawal,336,3,3,18,100,Fraud
00:06,180451.74,19139,7,Udupi,Surat,312564.57,Withdrawal,355,5,0,20,100,Fraud
16:36,19079.05,19876,2,Lucknow,Lucknow,396755.04,Transfer,106,0,16,5,8,Normal
04:35,204369.05,13982,11,Kochi,Chitradurga,205947.09,Transfer,843,2,4,16,100,Fraud
11:11,7970.54,10945,2,Vijayapura,Vijayapura,275500.77,Transfer,764,0,11,4,8,Normal
10:07,8746.68,13249,1,Chandigarh,Chandigarh,208577.97,Transfer,1002,1,10,1,8,Normal
22:46,15008.3,10424,2,Kochi,Kochi,184057.82,Withdrawal,993,1,22,3,5,Normal
01:38,231630.7,9665,10,Delhi,Noida,639597.88,Withdrawal,1111,5,1,12,100,Fraud
00:09,508528.94,19491,9,Kolkata,Mysuru,1256532.57,Withdrawal,682,4,0,8,100,Fraud
10:13,1550.63,3094,3,Bidar,Bidar,65946.77,Transfer,178,1,10,3,8,Normal
01:30,440083.81,24735,7,Chitradurga,Surat,1176196.7,Transfer,386,3,1,12,100,Fraud
03:32,119016.46,7988,7,Karwar,Manipal,187941.39,Withdrawal,801,2,3,16,98,Fraud
03:47,516752.05,15105,5,Belagavi,Hassan,1463065.83,Withdrawal,1000,8,3,8,100,Fraud
20:52,19314.67,15819,3,Bengaluru,Bengaluru,180443.64,Transfer,56,0,20,1,16,Normal
10:52,22060.58,23924,1,Chitradurga,Chitradurga,637365.57,Deposit,944,1,10,1,0,Normal
04:15,47656.25,3649,5,Chennai,Chandigarh,80033.59,Transfer,1114,5,4,21,100,Fraud
19:21,4825.23,3755,2,Udupi,Udupi,38484.08,Deposit,165,0,19,5,0,Normal
08:46,13263.84,9459,3,Chennai,Hubballi,217575.52,Transfer,697,0,8,2,23,Normal
07:32,10543.81,8489,1,Bagalkot,Shimoga,202919.16,Transfer,325,1,7,5,23,Normal
03:06,709058.72,18741,11,Karwar,Shimoga,2108405.99,Withdrawal,722,7,3,20,100,Fraud
13:47,17311.95,18562,3,Ahmedabad,Udupi,454798.51,Transfer,1196,0,13,4,23,Normal
00:36,823776.7,22170,10,Raichur,Kochi,2425817.66,Withdrawal,882,4,0,14,100,Fraud
23:16,480666.96,17989,6,Mumbai,Dharwad,1390972.35,Transfer,586,2,23,21,99,Fraud
01:39,190740.6,18764,8,Surat,Bellary,195699.5,Transfer,279,5,1,24,100,Fraud
12:39,17637.65,20391,1,Chandigarh,Chandigarh,311198.89,Deposit,1188,1,12,5,0,Normal
11:35,2686.27,3066,3,Pune,Pune,40349.5,Withdrawal,1047,0,11,2,5,Normal
22:39,5199.88,6003,2,Manipal,Manipal,152356.2,Withdrawal,41,0,22,1,13,Normal
04:31,64243.56,3968,7,Patna,Bagalkot,89755.72,Transfer,88,2,4,20,100,Fraud
04:00,344364.84,12067,6,Shimoga,Manipal,836592.93,Transfer,364,3,4,18,100,Fraud
21:40,10069.46,9630,3,Noida,Noida,97037.17,Deposit,740,1,21,5,0,Normal
12:05,11689.91,12895,1,Pune,Pune,231331.71,Transfer,389,0,12,1,8,Normal
01:29,168567.28,4965,10,Pune,Chitradurga,437694.69,Transfer,812,6,1,20,100,Fraud
00:03,62096.65,5514,7,Chitradurga,Mysuru,109759.59,Transfer,738,4,0,18,100,Fraud
19:09,16031.5,14409,1,Jaipur,Jaipur,414009.74,Transfer,993,1,19,5,8,Normal
17:56,10289.48,17484,2,Hubballi,Hubballi,496148.68,Transfer,393,0,17,1,8,Normal
18:28,17506.16,16287,2,Vijayapura,Vijayapura,330874.64,Transfer,1121,0,18,5,8,Normal
10:14,18275.1,20995,1,Bagalkot,Bagalkot,200532.46,Transfer,497,0,10,4,8,Normal
08:22,7847.49,6626,3,Bagalkot,Bagalkot,153946.78,Deposit,96,1,8,1,0,Normal
16:50,5047.32,3980,1,Udupi,Udupi,84772.64,Transfer,916,1,16,3,8,Normal
17:38,8299.07,7166,2,Mysuru,Mysuru,106126.81,Transfer,1172,1,17,5,8,Normal
02:07,413395.3,19399,6,Lucknow,Pune,517339.95,Transfer,434,4,2,16,100,Fraud
16:50,12142.55,9048,2,Surat,Ahmedabad,149983.32,Withdrawal,1046,0,16,4,20,Normal
00:05,294391.88,7776,9,Mysuru,Bellary,726263.49,Transfer,815,4,0,18,100,Fraud
03:39,449748.57,17444,11,Patna,Kolkata,1059926.31,Transfer,1019,2,3,16,100,Fraud
01:39,342187.52,18686,6,Surat,Bidar,463763.99,Transfer,139,3,1,11,100,Fraud
14:56,28448.83,23191,1,Patna,Patna,607037.96,Transfer,728,0,14,4,8,Normal
02:50,299277.38,11404,7,Mumbai,Bengaluru,618112.5,Transfer,1096,2,2,10,100,Fraud
13:39,7051.59,6948,2,Kolkata,Kolkata,110809.91,Transfer,136,1,13,5,8,Normal
23:28,392812.58,10358,10,Hassan,Bidar,656357.35,Transfer,508,5,23,14,100,Fraud
03:38,295702.86,23237,8,Kochi,Vijayapura,268913.47,Transfer,1071,6,3,20,100,Fraud
23:11,140188.83,4725,10,Gulbarga,Chitradurga,418503.99,Transfer,285,8,23,11,100,Fraud
00:40,299517.62,14074,11,Kochi,Chitradurga,432357.54,Transfer,25,5,0,23,100,Fraud
20:30,6030.57,5938,2,Belagavi,Kochi,77828.79,Transfer,191,0,20,3,23,Normal
10:54,4267.21,6362,1,Karwar,Karwar,56543.26,Deposit,859,1,10,5,0,Normal
10:41,14055.55,18649,1,Hubballi,Hubballi,337841.29,Withdrawal,231,1,10,5,5,Normal
04:57,316528.37,11621,11,Kolkata,Hubballi,658197.76,Transfer,70,7,4,13,100,Fraud
01:11,211676.91,20471,8,Bagalkot,Delhi,433045.42,Transfer,101,5,1,22,100,Fraud
08:40,8683.99,7333,2,Dharwad,Chennai,131400.62,Withdrawal,817,1,8,3,20,Normal
04:34,268735.16,19425,7,Raichur,Bidar,228476.38,Transfer,1131,8,4,24,100,Fraud
00:08,400368.72,23631,9,Chandigarh,Ahmedabad,632099.97,Transfer,561,8,0,9,100,Fraud
02:50,127234.28,3302,6,Dharwad,Shimoga,293295.65,Transfer,1086,3,2,20,100,Fraud
02:11,124439.43,10861,5,Jaipur,Belagavi,301283.05,Withdrawal,528,2,2,11,90,Fraud
21:00,24548.96,22895,3,Noida,Noida,495829.38,Withdrawal,468,1,21,5,5,Normal
11:11,9187.45,7976,2,Karwar,Karwar,137139.79,Transfer,198,0,11,1,8,Normal
03:30,152005.08,4283,6,Bellary,Karwar,307539.01,Transfer,1039,6,3,10,100,Fraud
11:50,16443.31,17664,3,Belagavi,Belagavi,329001.51,Withdrawal,939,1,11,3,5,Normal
21:37,11017.73,23556,2,Pune,Pune,506225.77,Transfer,1191,1,21,4,8,Normal
23:10,47188.25,5458,11,Pune,Mumbai,141535.72,Transfer,1032,3,23,11,90,Fraud
10:29,11834.17,10948,1,Manipal,Manipal,116186.18,Deposit,295,0,10,3,0,Normal
03:23,142256.91,13443,11,Raichur,Vijayapura,144240.95,Transfer,911,7,3,13,100,Fraud
00:32,327363.1,14413,9,Bagalkot,Karwar,410643.7,Withdrawal,143,4,0,20,100,Fraud
10:53,17947.66,12894,3,Mysuru,Mysuru,109792.42,Withdrawal,576,0,10,1,5,Normal
19:22,5532.67,6799,2,Bengaluru,Bengaluru,64789.25,Transfer,322,1,19,1,8,Normal
02:18,202473.05,7579,5,Kolkata,Bagalkot,347096.55,Transfer,1144,3,2,18,100,Fraud
10:41,8365.26,9733,3,Ahmedabad,Ahmedabad,216675.58,Transfer,873,1,10,2,8,Normal
04:29,263763.86,7753,5,Lucknow,Karwar,429857.01,Transfer,1162,7,4,9,100,Fraud
22:03,8329.8,9793,2,Noida,Noida,106821.97,Withdrawal,317,0,22,2,5,Normal
01:46,457562.66,20713,5,Bengaluru,Shimoga,786576.18,Transfer,33,6,1,24,100,Fraud
11:53,10441.52,11855,2,Mysuru,Mysuru,257439.09,Transfer,1024,1,11,5,8,Normal
01:25,233570.01,19166,5,Ahmedabad,Vijayapura,478452.37,Transfer,977,5,1,10,100,Fraud
11:04,25806.44,24614,2,Lucknow,Lucknow,461624.03,Transfer,384,1,11,3,8,Normal
23:33,134534.9,7401,8,Bellary,Delhi,263248.53,Withdrawal,628,5,23,21,98,Fraud
18:54,20732.58,19896,3,Chandigarh,Chandigarh,246529.31,Transfer,854,1,18,4,8,Normal
23:35,510178.25,21264,11,Chitradurga,Mumbai,984871.99,Transfer,821,2,23,11,98,Fraud
03:39,32102.53,3525,10,Ahmedabad,Noida,53536.09,Transfer,1178,7,3,19,100,Fraud
10:16,15547.49,15283,2,Bagalkot,Bagalkot,152318.42,Deposit,991,0,10,5,0,Normal
02:55,253342.63,9800,6,Patna,Belagavi,372905.78,Transfer,197,8,2,10,100,Fraud
14:38,19530.99,15291,3,Belagavi,Belagavi,146091.9,Deposit,440,1,14,5,0,Normal
12:50,20822.03,18738,3,Karwar,Karwar,330614.7,Transfer,747,1,12,2,8,Normal
17:02,3390.26,6914,1,Jaipur,Jaipur,111216.05,Transfer,1153,1,17,5,8,Normal
22:15,14303.67,11016,3,Kolkata,Kolkata,162868.31,Withdrawal,817,1,22,5,5,Normal
10:24,22135.88,16773,2,Noida,Noida,293790.67,Transfer,924,0,10,1,8,Normal
16:58,7583.64,7059,3,Hyderabad,Hyderabad,176293.38,Deposit,145,0,16,4,0,Normal
01:59,225353.04,9217,8,Chandigarh,Bidar,522462.73,Transfer,530,4,1,19,100,Fraud
10:19,2543.23,2174,2,Bellary,Chitradurga,52334.84,Deposit,532,0,10,4,15,Normal
12:22,15435.36,13927,3,Dharwad,Dharwad,357007.1,Transfer,1091,1,12,1,8,Normal
03:54,846724.42,21225,10,Chennai,Udupi,2179410.34,Transfer,330,5,3,13,100,Fraud
00:04,478379.83,22498,8,Udupi,Bengaluru,1281757.87,Transfer,1160,2,0,20,100,Fraud
01:24,391733.82,15620,5,Manipal,Jaipur,647710.72,Transfer,1065,8,1,21,100,Fraud
03:25,50335.67,3952,9,Chennai,Dharwad,118365.76,Transfer,784,4,3,11,100,Fraud
02:45,410132.19,24213,8,Dharwad,Hyderabad,732181.08,Transfer,253,2,2,12,100,Fraud
00:07,503365.77,13230,8,Belagavi,Shimoga,1362754.53,Transfer,285,4,0,23,100,Fraud
00:07,341570.3,10506,8,Kochi,Jaipur,651426.98,Transfer,988,8,0,9,100,Fraud
21:32,16081.1,20245,1,Chitradurga,Chitradurga,342623.02,Transfer,1002,1,21,5,8,Normal
23:36,40384.43,3008,5,Vijayapura,Kolkata,41779.8,Transfer,863,4,23,19,85,Fraud
12:33,8932.03,12007,3,Bellary,Bellary,235130.81,Withdrawal,834,0,12,1,5,Normal
09:07,15714.28,13193,1,Chitradurga,Chitradurga,125912.22,Transfer,978,1,9,2,8,Normal
11:51,3298.92,2933,2,Hyderabad,Pune,80797.7,Deposit,343,1,11,3,15,Normal
11:21,10407.73,10229,1,Vijayapura,Vijayapura,225115.98,Withdrawal,598,0,11,5,5,Normal
01:38,168387.42,4863,7,Mumbai,Belagavi,476859.96,Transfer,1056,7,1,18,100,Fraud
07:42,14592.17,11881,2,Jaipur,Jaipur,277225.57,Transfer,1096,0,7,1,8,Normal
00:10,215167.37,6346,9,Shimoga,Udupi,522437.38,Transfer,264,8,0,23,100,Fraud
08:30,10602.35,16905,1,Shimoga,Shimoga,255935.65,Transfer,66,0,8,5,16,Normal
01:09,484026.91,15587,8,Jaipur,Udupi,937564.69,Transfer,614,2,1,9,100,Fraud
13:51,14529.41,10882,1,Lucknow,Lucknow,156590.77,Deposit,45,0,13,2,8,Normal
00:28,197172.33,6919,8,Chandigarh,Belagavi,463960.85,Transfer,811,4,0,14,100,Fraud
10:13,7764.79,5638,2,Surat,Surat,53939.41,Deposit,675,1,10,3,0,Normal
00:29,138597.46,6612,9,Belagavi,Chennai,305501.57,Transfer,597,6,0,12,100,Fraud
00:16,78827.8,3991,8,Chennai,Karwar,168439.34,Withdrawal,690,7,0,14,100,Fraud
01:39,44650.19,3098,11,Lucknow,Raichur,64054.98,Transfer,139,5,1,17,100,Fraud
01:23,140451.26,4105,6,Bidar,Lucknow,215674.63,Transfer,436,2,1,11,100,Fraud
10:19,6344.08,8430,1,Gulbarga,Gulbarga,180521.77,Transfer,1144,0,10,2,8,Normal
08:43,5075.89,4754,3,Chitradurga,Chitradurga,137135.86,Deposit,837,1,8,5,0,Normal
02:29,238925.25,23295,7,Bidar,Kolkata,340898.38,Transfer,968,7,2,22,100,Fraud
02:11,637558.64,22060,5,Shimoga,Chennai,1470919.67,Transfer,98,4,2,16,100,Fraud
16:04,12620.86,12911,2,Udupi,Udupi,166741.39,Withdrawal,842,1,16,1,5,Normal
23:23,25352.86,2259,9,Lucknow,Delhi,66873.39,Withdrawal,450,5,23,15,90,Fraud
23:00,211228.32,17708,7,Delhi,Belagavi,359021.67,Transfer,456,6,23,11,100,Fraud
04:02,240572.0,13019,5,Manipal,Surat,587758.37,Transfer,890,7,4,21,100,Fraud
15:51,12730.34,13928,3,Shimoga,Shimoga,310358.22,Deposit,619,0,15,5,0,Normal
00:03,111529.73,8804,10,Karwar,Kochi,213105.71,Withdrawal,992,4,0,8,100,Fraud
04:24,23772.66,2012,6,Hubballi,Delhi,56938.89,Transfer,679,5,4,8,100,Fraud
03:59,352000.98,12214,8,Lucknow,Kochi,931212.04,Transfer,277,2,3,17,100,Fraud
18:16,15380.53,13516,2,Kolkata,Kolkata,327070.26,Transfer,502,1,18,4,8,Normal
07:00,16312.73,18126,1,Bidar,Bidar,417926.35,Transfer,210,1,7,4,8,Normal
03:57,668371.89,18715,10,Patna,Hubballi,1182958.71,Transfer,1172,2,3,15,100,Fraud
01:06,328157.66,24230,8,Manipal,Surat,238210.02,Transfer,566,4,1,12,100,Fraud
00:07,238597.28,5990,5,Dharwad,Bagalkot,629439.18,Transfer,19,4,0,22,100,Fraud
00:53,80483.11,6025,11,Lucknow,Manipal,48355.99,Withdrawal,482,2,0,24,100,Fraud
11:10,16349.74,16693,1,Shimoga,Shimoga,382125.71,Transfer,471,1,11,1,8,Normal
00:21,591387.35,16195,11,Mysuru,Ahmedabad,977737.49,Transfer,177,8,0,9,100,Fraud
00:58,284306.27,13275,5,Raichur,Chitradurga,405911.54,Transfer,636,2,0,19,100,Fraud
23:10,197279.0,16454,9,Delhi,Mumbai,321441.22,Transfer,617,5,23,20,100,Fraud
04:24,344911.98,9152,5,Ahmedabad,Surat,532856.73,Transfer,462,5,4,8,100,Fraud
17:13,5345.2,8687,2,Bengaluru,Bengaluru,153628.33,Deposit,936,0,17,2,0,Normal
09:18,20017.42,20459,3,Manipal,Manipal,467718.09,Deposit,1175,1,9,5,0,Normal
04:12,178217.75,5885,11,Ahmedabad,Manipal,216802.94,Withdrawal,541,5,4,19,100,Fraud
16:01,26103.39,24442,2,Chandigarh,Chandigarh,647856.14,Transfer,213,1,16,2,8,Normal
18:02,8909.08,19076,3,Bagalkot,Bagalkot,340266.81,Transfer,757,1,18,2,8,Normal
02:47,438683.79,17974,7,Karwar,Bellary,1044848.68,Transfer,202,2,2,8,100,Fraud
11:15,30809.27,23742,1,Chandigarh,Chandigarh,645063.13,Transfer,10,0,11,1,23,Normal
00:01,554873.97,20196,5,Mumbai,Bengaluru,1099643.99,Transfer,953,2,0,11,100,Fraud
21:07,9932.19,9614,2,Gulbarga,Gulbarga,266328.56,Withdrawal,96,1,21,2,5,Normal
10:50,5344.13,3814,2,Gulbarga,Gulbarga,54449.75,Transfer,505,1,10,5,8,Normal
02:43,254778.36,15848,11,Hubballi,Mysuru,530699.52,Transfer,717,7,2,11,100,Fraud
04:59,53441.69,4738,5,Belagavi,Dharwad,38702.25,Withdrawal,330,4,4,22,100,Fraud
14:24,19432.63,23034,2,Chennai,Chennai,277300.7,Transfer,932,1,14,5,8,Normal
23:09,158404.32,19534,6,Noida,Delhi,573478.1,Transfer,1047,3,23,14,83,Fraud
04:12,561464.35,16393,11,Hyderabad,Patna,1376594.18,Transfer,551,5,4,11,100,Fraud
00:07,77466.51,2298,11,Jaipur,Pune,206707.98,Withdrawal,910,2,0,19,100,Fraud
03:06,209986.55,19799,9,Hyderabad,Karwar,565178.29,Transfer,131,3,3,19,100,Fraud
17:58,11703.87,9120,3,Pune,Pune,150664.0,Withdrawal,828,1,17,5,5,Normal
23:51,992904.35,24845,9,Chitradurga,Belagavi,2728674.4,Transfer,1115,2,23,13,91,Fraud
10:44,2157.66,2730,1,Noida,Noida,47703.46,Withdrawal,391,0,10,2,5,Normal
10:42,6744.54,6862,2,Vijayapura,Mysuru,179212.07,Transfer,820,0,10,5,23,Normal
02:26,195969.02,16621,6,Hassan,Surat,355022.36,Transfer,1081,6,2,8,100,Fraud
10:42,6797.82,8422,1,Jaipur,Jaipur,206509.88,Transfer,689,0,10,4,8,Normal
11:15,3012.65,2537,3,Hassan,Hassan,52201.08,Transfer,572,0,11,5,8,Normal
08:55,9077.02,8514,3,Chennai,Delhi,204005.63,Withdrawal,550,1,8,5,20,Normal
22:56,14729.93,14206,3,Hyderabad,Hyderabad,249140.82,Deposit,404,1,22,5,0,Normal
22:49,20704.62,21089,2,Mumbai,Mumbai,361104.74,Withdrawal,29,1,22,3,20,Normal
13:58,11456.92,14581,2,Raichur,Chennai,237855.96,Transfer,198,0,13,4,23,Normal
13:50,2662.09,2855,1,Hassan,Hassan,43344.96,Transfer,550,0,13,1,8,Normal
07:03,19457.76,21940,3,Bagalkot,Bagalkot,422050.89,Transfer,397,1,7,3,8,Normal
11:08,5429.9,5825,1,Mysuru,Mysuru,172561.89,Transfer,473,1,11,2,8,Normal
01:20,78449.29,4187,9,Pune,Karwar,141613.53,Withdrawal,33,8,1,8,100,Fraud
16:05,7676.38,9326,3,Bagalkot,Bagalkot,137674.33,Transfer,275,0,16,4,8,Normal
23:42,215244.74,16963,6,Surat,Hyderabad,272534.12,Transfer,1036,4,23,15,93,Fraud
21:19,27449.13,19102,3,Hubballi,Hubballi,482533.84,Transfer,736,1,21,5,8,Normal
23:12,586867.55,17953,10,Ahmedabad,Shimoga,767771.08,Transfer,1098,8,23,19,100,Fraud
11:47,13163.67,11793,3,Mysuru,Mysuru,171065.5,Transfer,846,1,11,2,8,Normal
02:14,173990.15,6175,8,Belagavi,Mysuru,313409.39,Transfer,1008,6,2,11,100,Fraud
23:14,192686.52,6141,7,Ahmedabad,Karwar,329879.26,Transfer,142,5,23,9,93,Fraud
01:41,844742.43,23332,9,Hubballi,Kolkata,2407404.39,Transfer,956,7,1,15,100,Fraud
17:15,31109.17,22179,3,Belagavi,Belagavi,610271.87,Deposit,705,1,17,3,0,Normal
00:08,652728.06,21165,7,Kochi,Manipal,1185659.93,Transfer,656,8,0,8,100,Fraud
04:40,161992.5,20240,6,Bagalkot,Mumbai,246135.27,Transfer,148,3,4,16,100,Fraud
08:43,18144.01,15736,2,Mysuru,Mysuru,419682.56,Deposit,614,0,8,1,0,Normal
15:52,6754.52,9071,1,Noida,Noida,120605.78,Deposit,1004,0,15,3,0,Normal
07:09,16497.99,14801,2,Jaipur,Jaipur,264205.51,Withdrawal,261,0,7,5,5,Normal
14:12,5193.51,4025,2,Hassan,Hassan,59082.4,Deposit,118,1,14,4,0,Normal
14:09,29616.27,22029,3,Bidar,Bidar,489037.15,Deposit,286,1,14,5,0,Normal
03:25,121084.12,9682,9,Chandigarh,Shimoga,135831.51,Transfer,344,5,3,12,100,Fraud
11:40,14786.18,14969,1,Bengaluru,Bengaluru,427425.38,Transfer,100,1,11,5,8,Normal
02:02,128567.56,13741,6,Bellary,Lucknow,262646.96,Transfer,296,5,2,18,100,Fraud
01:02,131797.35,6366,6,Hyderabad,Bellary,170109.65,Transfer,572,8,1,10,100,Fraud
01:10,295962.94,16220,7,Chitradurga,Hassan,513998.24,Withdrawal,924,4,1,8,100,Fraud
01:58,231122.33,12722,6,Chandigarh,Udupi,599977.22,Transfer,189,8,1,17,100,Fraud
03:17,314762.31,9328,6,Bellary,Noida,471394.23,Transfer,432,5,3,19,100,Fraud
07:32,4548.93,5240,3,Kolkata,Kolkata,47424.59,Deposit,35,1,7,2,8,Normal
13:19,21017.31,20478,1,Delhi,Delhi,454366.67,Transfer,169,0,13,1,8,Normal
15:44,15262.76,11939,2,Bellary,Bellary,299083.82,Deposit,841,1,15,4,0,Normal
10:27,16934.41,20680,2,Udupi,Udupi,531813.71,Transfer,134,1,10,3,8,Normal
22:47,17098.86,21458,2,Bellary,Bellary,364573.26,Transfer,544,0,22,4,8,Normal
11:03,13253.19,13280,2,Chitradurga,Chitradurga,359351.44,Withdrawal,785,1,11,5,5,Normal
02:55,306593.78,21235,11,Delhi,Vijayapura,362931.32,Transfer,15,8,2,12,100,Fraud
21:28,12878.08,14046,2,Hubballi,Hubballi,115473.84,Withdrawal,622,0,21,4,5,Normal
15:30,19702.32,24244,2,Dharwad,Dharwad,390883.42,Deposit,797,0,15,2,0,Normal
03:54,352213.06,16937,8,Shimoga,Raichur,708559.72,Transfer,1145,5,3,20,100,Fraud
09:21,15382.16,14839,2,Ahmedabad,Ahmedabad,352904.29,Transfer,784,0,9,2,8,Normal
07:26,14985.41,15862,2,Chitradurga,Chitradurga,260569.36,Transfer,669,0,7,1,8,Normal
03:43,388381.61,22312,6,Bagalkot,Delhi,582815.16,Transfer,1020,2,3,24,100,Fraud
02:07,931296.26,24301,10,Gulbarga,Hubballi,1641224.68,Withdrawal,1140,8,2,8,100,Fraud
07:58,9213.47,14350,1,Pune,Pune,184531.03,Withdrawal,194,1,7,3,5,Normal
00:59,221699.51,13299,8,Mysuru,Delhi,642827.07,Transfer,74,7,0,14,100,Fraud
18:11,14511.18,21440,1,Delhi,Delhi,440584.52,Deposit,680,1,18,4,0,Normal
11:45,26033.81,22139,3,Kochi,Kochi,209024.43,Transfer,699,0,11,5,8,Normal
00:47,472697.22,18567,11,Chennai,Bengaluru,691318.49,Transfer,228,3,0,10,100,Fraud
17:12,2037.44,2964,1,Kolkata,Kolkata,47469.65,Withdrawal,871,0,17,4,5,Normal
02:47,240246.87,23834,11,Bagalkot,Bidar,672497.46,Transfer,695,6,2,9,100,Fraud
08:32,5099.84,8043,1,Pune,Pune,132590.44,Transfer,1136,1,8,2,8,Normal
14:45,3014.46,4524,2,Hubballi,Pune,96605.19,Deposit,720,1,14,1,15,Normal
17:55,4737.57,3529,1,Kochi,Kochi,56752.92,Deposit,285,1,17,1,0,Normal
02:15,571632.58,14928,5,Delhi,Mumbai,1676214.51,Transfer,686,6,2,14,100,Fraud
23:29,302504.26,24865,8,Shimoga,Surat,567638.81,Transfer,189,2,23,9,71,Fraud
22:29,10736.44,14004,2,Ahmedabad,Mysuru,336191.2,Transfer,488,0,22,1,23,Normal
04:44,605551.55,20039,5,Dharwad,Mysuru,1670599.32,Withdrawal,539,4,4,8,100,Fraud
02:16,109550.68,4746,7,Bellary,Vijayapura,208864.01,Transfer,1130,8,2,20,100,Fraud
15:14,22947.43,21196,2,Noida,Noida,171086.29,Deposit,763,0,15,3,0,Normal
23:04,687982.49,20048,11,Udupi,Mumbai,1845995.29,Transfer,622,4,23,9,100,Fraud
11:04,5532.23,6065,3,Bidar,Bidar,112449.38,Deposit,1080,1,11,2,0,Normal
16:23,6740.92,6137,2,Hassan,Hassan,90737.76,Transfer,822,1,16,1,8,Normal
01:20,173808.87,21667,8,Manipal,Pune,539397.41,Transfer,493,7,1,22,100,Fraud
00:17,548093.39,14424,9,Bengaluru,Hassan,741885.55,Transfer,171,6,0,24,100,Fraud
07:53,12102.07,19003,2,Kochi,Kochi,257704.98,Transfer,127,0,7,2,8,Normal
02:15,364056.18,11340,8,Lucknow,Manipal,686848.63,Transfer,1128,5,2,23,100,Fraud
00:14,196238.77,9425,10,Lucknow,Kochi,440792.5,Transfer,284,4,0,22,100,Fraud
04:37,488870.65,16313,10,Jaipur,Noida,895999.71,Transfer,399,7,4,23,100,Fraud
23:54,436496.0,13641,9,Hubballi,Bidar,767102.29,Transfer,230,8,23,22,100,Fraud
12:42,20135.33,23179,2,Udupi,Udupi,395175.8,Deposit,914,1,12,3,0,Normal
01:20,174852.92,6597,7,Hassan,Hubballi,502668.61,Transfer,713,6,1,16,100,Fraud
